Placa,Codigo Verificacion Placa,Fecha_Emision,Año.del.Permiso,Pago Fisico,Cuotas Permiso,Codigo_SII,Comuna_Propietario,Comuna_Permiso,Valor_Contado,Total_a_Pagar,Año_Fabricacion,TipoVehiculo,Marca,Modelo,Cilindrada,Equipamiento,Combustible,Transmision,Tonelaje,Comuna_Anterior,Comuna_Anterior,Comuna_rev,Fecha_Vencimiento
LKGB-61,5,2021-03-03,2021,Pagado internet,Total,SU132018319,COYHAIQUE,RIO IBAÑEZ,119495,119496,2019,STATION WAGON,KIA MOTORS,SORENTO,2400,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
ZZ-8927,7,2021-04-05,2021,Pagado internet,Total,SU166000492,RIO IBAÑEZ,RIO IBAÑEZ,25489,25923,1992,STATION WAGON,MITSUBISHI,MONTERO 3.0 IE,3000,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
NF-6936,4,2021-03-31,2021,Pagado internet,Total,SU227004195,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1995,STATION WAGON,SUBARU,LEGACY 2.0 GL TW,2000,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KBCL-66,5,2021-03-30,2021,Pagado internet,Total,SU079007818,RIO IBAÑEZ,RIO IBAÑEZ,153260,153260,2018,STATION WAGON,FORD,ECOSPORT SE 1.5L AT,1500,Equi,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HTHX-84,9,2021-03-30,2021,Pagado internet,Total,VN111016013,RIO IBAÑEZ,RIO IBAÑEZ,35375,35375,2013,STATION WAGON,HYUNDAI,H1,2500,Equi,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GPPY-79,4,2021-03-22,2021,Pagado internet,Total,CT235013414,RIO IBAÑEZ,RIO IBAÑEZ,69435,69435,2014,CAMIONETA,TOYOTA,HILUX,3000,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HYBW-72,K,2021-03-31,2021,Pagado internet,Total,VN166002501,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2001,STATION WAGON,MITSUBISHI,L300 MINIBUS DIESEL,2500,Norm,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JPFR-11,6,2021-03-22,2021,Pagado internet,Total,VN166002199,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1999,STATION WAGON,MITSUBISHI,MONTERO SPORT STD,3000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CJZV-43,4,2021-03-31,2021,Pagado internet,Total,SD162024910,RIO IBAÑEZ,RIO IBAÑEZ,75021,75021,2010,AUTOMOVIL,MERCEDES BENZ,E 250,1800,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
SV-9845,K,2021-03-30,2021,Pagado internet,Total,CT111000698,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1998,CAMIONETA,HYUNDAI,PORTER,2600,Norm,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HGKK-60,3,2021-09-20,2021,Pagado internet,Total,NULL,COYHAIQUE,RIO IBAÑEZ,78242,78242,2017,SEMI REMOLQUE,RANDON,SR TQ TL 03 33,NULL,NULL,NULL,NULL,39510,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-09-30 00:00:00.000
LSBY-90,9,2021-03-31,2021,Pagado internet,Total,NULL,COYHAIQUE,RIO IBAÑEZ,164887,164888,2020,STATION WAGON,CHEVROLET,TRAILBLAZER 4WD 2.8 AUT,2800,FULL,AUT,AUT,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LTVL-47,2,2021-03-30,2021,Pagado internet,1ra. Cuota,HB032015920,SANTIAGO,RIO IBAÑEZ,508507,254254,2020,Hatchback,B.M.W,118,2000,FULL,Diés,Aut,0,51,COLINA,COLINA,2021-08-31 00:00:00.000
LTVL-47,2,2021-09-02,2021,Pagado internet,2da. Cuota,HB032015920,SANTIAGO,RIO IBAÑEZ,508507,263513,2020,Hatchback,B.M.W,118,2000,FULL,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CZHJ-63,4,2021-03-30,2021,Pagado internet,Total,CT079015411,ÑUÑOA,RIO IBAÑEZ,82571,82571,2011,CAMIONETA,FORD,RANGER,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
VC-3100,3,2021-04-26,2021,Pagado internet,Total,SD111009802,ÑUÑOA,RIO IBAÑEZ,25489,25923,2002,Sedan,HYUNDAI,ACCENT,1500,Equi,Benc,Mec,0,180,ÑUÑOA,ÑUÑOA,2022-03-31 00:00:00.000
PW-8163,8,2021-03-09,2021,Pagado internet,Total,SU059010007,RIO IBAÑEZ,RIO IBAÑEZ,29087,25489,2007,AUTOMOVIL,DAIHATSU,TERIOS,1500,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LKFY-59,2,2021-05-25,2021,Pagado internet,Total,SU111004607,RIO IBAÑEZ,RIO IBAÑEZ,25489,26411,2007,STATION WAGON,HYUNDAI,SANTA FE 2.2 AUT,2700,FULL,DIES,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JGSJ-58,1,2021-03-31,2021,Pagado internet,Total,SD176018203,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2003,STATION WAGON,NISSAN,X TRAIL 4X4 2.0 AUT,2000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FDRV-46,K,2021-03-31,2021,Pagado internet,1ra. Cuota,HB132004013,RIO IBAÑEZ,RIO IBAÑEZ,70373,35187,2013,AUTOMOVIL,KIA MOTORS,CERATO EX 1.6,1600,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
FDRV-46,K,2021-08-31,2021,Pagado internet,2da. Cuota,HB132004013,RIO IBAÑEZ,RIO IBAÑEZ,70373,35644,2013,AUTOMOVIL,KIA MOTORS,CERATO EX 1.6,1600,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LCBY-64,5,2021-03-31,2021,Pagado internet,Total,HB111018319,RIO IBAÑEZ,RIO IBAÑEZ,34155,34155,2019,AUTOMOVIL,HYUNDAI,GRAND I-10 BA PE HB 1.2,1200,FULL,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
YY-2848,6,2021-03-30,2021,Pagado internet,Total,VN235003805,PEÑALOLEN,RIO IBAÑEZ,54900,54900,2005,JEEP,TOYOTA,4RUNNER,4000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FLJG-99,5,2021-03-30,2021,Pagado internet,Total,HB132005513,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2013,STATION WAGON,KIA MOTORS,SOUL,1600,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LJBP-25,6,2021-03-03,2021,Pagado internet,Total,MT229015006,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2006,STATION WAGON,DAIHATSU,BEGO 4X4 1.5,1500,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HCBL-14,4,2021-03-31,2021,Pagado internet,Total,SD160018315,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2015,AUTOMOVIL,MAZDA,2 SPORT V 5MT,1500,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KHYT-39,1,2021-03-30,2021,Pagado internet,Total,CT154002618,RIO IBAÑEZ,RIO IBAÑEZ,39597,39597,2018,CAMIONETA,MAHINDRA,PUR DCAB 4X4 2.2,2200,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DDWR-66,3,2021-05-27,2021,Pagado internet,Total,SU079005611,RIO IBAÑEZ,RIO IBAÑEZ,28571,29604,2011,STATION WAGON,FORD,ESCAPE,2500,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JPSL-89,1,2021-03-08,2021,Pagado internet,Total,CT050030317,RIO IBAÑEZ,RIO IBAÑEZ,72719,72719,2017,CAMIONETA,CHEVROLET,D-MAX,2500,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KPVZ-67,5,2021-03-22,2021,Pagado internet,Total,SU132012312,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2012,STATION WAGON,KIA,SPORTAGE,2000,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HWCH-16,5,2021-02-26,2021,Pagado internet,Total,VN160003716,VITACURA,RIO IBAÑEZ,341141,341141,2016,STATION WAGON,MAZDA,CX9,3700,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JCWB-46,2,2021-03-02,2021,Pagado internet,Total,HB160007317,LO BARNECHEA,RIO IBAÑEZ,178467,178467,2017,AUTOMOVIL,MAZDA,MAZDA3,2500,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JYLT-49,K,2021-03-30,2021,Pagado internet,Total,SU229027518,RIO IBAÑEZ,RIO IBAÑEZ,37345,37345,2018,JEEP,SUZUKI,JIMNY,1300,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FSYD-60,5,2021-03-31,2021,Pagado internet,Total,CT160011113,CHILE CHICO,RIO IBAÑEZ,54560,54560,2013,CAMIONETA,MAZDA,BT50,2200,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LRYD-11,0,2021-03-15,2021,Pagado internet,Total,SU111023420,RIO IBAÑEZ,RIO IBAÑEZ,112480,112480,2020,STATION WAGON,HYUNDAI,TUCSON,2000,Equi,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FYYK-15,4,2021-03-08,2021,Pagado internet,Total,HB111008814,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2014,AUTOMOVIL,HYUNDAI,ACCENT,1400,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GTTK-67,0,2021-03-31,2021,Pagado internet,Total,CT079017515,RIO IBAÑEZ,RIO IBAÑEZ,78536,78536,2015,CAMIONETA,FORD,RANGER,3200,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JKWZ-89,4,2021-03-30,2021,Pagado internet,Total,SU176023617,RIO IBAÑEZ,RIO IBAÑEZ,43537,43537,2017,STATION WAGON,NISSAN,KICKS,1600,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HKJB-27,5,2021-03-08,2021,Pagado internet,Total,HB111009015,RIO IBAÑEZ,RIO IBAÑEZ,29228,29228,2015,AUTOMOVIL,HYUNDAI,ACCENT,1600,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LXPP-93,5,2021-03-31,2021,Pagado internet,Total,HB229015619,COYHAIQUE,RIO IBAÑEZ,39410,39409,2019,AUTOMOVIL,SUZUKI,BALENO,1400,Full,BENC,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DBPZ-10,0,2021-03-31,2021,Pagado internet,Total,SD227015711,COYHAIQUE,RIO IBAÑEZ,25489,25489,2011,AUTOMOVIL,SUBARU,IMPREZA,2000,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GRZW-97,8,2021-03-30,2021,Pagado internet,Total,SU229025315,COYHAIQUE,RIO IBAÑEZ,32466,32466,2015,STATION WAGON,SUZUKI,GRAND NOMADE,2400,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
WY-5351,1,2021-03-08,2021,Pagado internet,Total,CT050023607,COYHAIQUE,RIO IBAÑEZ,26929,26929,2007,CAMIONETA,CHEVROLET,MUSSO 4X4 2.9,2900,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KGVX-40,3,2021-03-31,2021,Pagado internet,Total,CT543001619,COYHAIQUE,RIO IBAÑEZ,31900,31900,2018,CAMIONETA,RAM,700 DCAB SLT 1.4,1400,FULL,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LWST-39,8,2021-04-05,2021,Pagado internet,Total,NULL,COYHAIQUE,RIO IBAÑEZ,295795,297782,2020,CAMIONETA,HONDA,RIDGELINE,3500,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LWST-45,2,2021-04-05,2021,Pagado internet,Total,NULL,COYHAIQUE,RIO IBAÑEZ,177340,165503,2020,CAMIONETA,MAZDA,NEW BT-50 D/C 2.2SDX 6MT 4X4,2200,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LWST-14,2,2021-04-06,2021,Pagado internet,Total,NULL,COYHAIQUE,RIO IBAÑEZ,229840,199668,2020,CAMIONETA,MAZDA,NEW BT-50D/C 3.2 SDX HIGT 6AT,3200,FULL,DIES,AUT,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
BSXS-96,K,2021-03-31,2021,Pagado internet,Total,CT235011608,VITACURA,RIO IBAÑEZ,56674,56674,2008,CAMIONETA,TOYOTA,HILUX,2500,Equi,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DHWY-83,5,2021-04-06,2021,Pagado internet,Total,HB176004012,LAS CONDES,RIO IBAÑEZ,39785,40382,2012,AUTOMOVIL,NISSAN,TIIDA,1600,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JCF-034,1,2021-03-02,2021,Pagado internet,2da. Cuota,MT135019918,ÑUÑOA,RIO IBAÑEZ,172979,98547,2018,Moto,KTM,SUPER ADVENTURE S,1302,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
JCF-034,1,2021-03-31,2021,Pagado internet,1ra. Cuota,MT135019918,ÑUÑOA,RIO IBAÑEZ,153994,76997,2018,Moto,KTM,SUPER ADVENTURE S,1302,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
JCF-034,1,2021-09-07,2021,Pagado internet,2da. Cuota,MT135019918,ÑUÑOA,RIO IBAÑEZ,153994,79801,2018,Moto,KTM,SUPER ADVENTURE S,1302,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HPKP-76,6,2021-03-31,2021,Pagado internet,Total,HB160007416,LAS CONDES,RIO IBAÑEZ,138392,138392,2016,AUTOMOVIL,MAZDA,MAZDA3,2000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LJBP-27,2,2021-03-22,2021,Pagado internet,Total,SU111009412,RIO IBAÑEZ,RIO IBAÑEZ,43913,43913,2012,STATION WAGON,HYUNDAI,TUCSON,2000,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HBPZ-86,1,2021-02-26,2021,Pagado internet,Total,SU244006515,LAS CONDES,RIO IBAÑEZ,261224,261224,2015,STATION WAGON,VOLVO,XC60,2000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JSKF-77,7,2021-03-08,2021,Pagado internet,Total,SU229027217,LAS CONDES,RIO IBAÑEZ,163267,163267,2017,STATION WAGON,SUZUKI,GRAND NOMADE,2400,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
YF-5017,K,2021-03-22,2021,Pagado internet,Total,HB229006405,PROVIDENCIA,RIO IBAÑEZ,25489,25489,2005,AUTOMOVIL,SUZUKI,AERIO,1600,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JCWK-38,6,2021-03-30,2021,Pagado internet,Total,SU176023117,LAS CONDES,RIO IBAÑEZ,242364,242364,2017,STATION WAGON,NISSAN,QASHQAI,2000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CHHV-85,9,2021-03-22,2021,Pagado internet,Total,SU227030810,RIO IBAÑEZ,RIO IBAÑEZ,29100,29100,2010,STATION WAGON,SUBARU,OUTBACK,2500,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
BGSD-91,6,2021-03-31,2021,Pagado internet,Total,SU229021208,RIO IBAÑEZ,RIO IBAÑEZ,29650,25489,2008,STATION WAGON,SUZUKI,JIMNY,1300,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LBPC-48,5,2021-03-30,2021,Pagado internet,Total,SU160005315,COYHAIQUE,RIO IBAÑEZ,51454,51453,2015,STATION WAGON,MAZDA,CX5,2000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DTSF-27,3,2021-03-08,2021,Pagado internet,Total,HB235003012,ÑUÑOA,RIO IBAÑEZ,46165,46165,2012,AUTOMOVIL,TOYOTA,YARIS,1300,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JRRF-71,0,2021-03-31,2021,Pagado internet,Total,CO184018217,RIO IBAÑEZ,RIO IBAÑEZ,43444,43444,2017,FURGON,PEUGEOT,PARTNER,1600,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LHBS-77,3,2021-04-23,2021,Pagado internet,Total,CT543000519,COYHAIQUE,RIO IBAÑEZ,203238,206699,2019,CAMIONETA,RAM,1500 SLT 4X4 3.6 AUT,3600,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JXHC-42,9,2021-03-31,2021,Pagado internet,Total,CT160012018,COYHAIQUE,RIO IBAÑEZ,105280,105281,2018,CAMIONETA,MAZDA,BT50,2200,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FYDJ-13,4,2021-04-05,2021,Pagado internet,Total,SU229026913,ÑUÑOA,RIO IBAÑEZ,60869,61906,2013,AUTOMOVIL,SUZUKI,SX4,1600,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DRHC-23,5,2021-03-30,2021,Pagado internet,Total,SU057000800,COYHAIQUE,RIO IBAÑEZ,25489,25489,2000,STATION WAGON,DAEWOO,KORANDO,2300,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FCX-044,4,2021-03-11,2021,Pagado internet,Total,MT135010610,PEÑALOLEN,RIO IBAÑEZ,29423,29423,2010,Moto,KTM,690,655,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FCPB-62,0,2021-03-02,2021,Pagado internet,Total,CT235013412,RIO IBAÑEZ,RIO IBAÑEZ,53786,53785,2012,CAMIONETA,TOYOTA,HILUX,3000,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JPSJ-84,8,2021-03-11,2021,Pagado internet,Total,SU111015617,RIO IBAÑEZ,RIO IBAÑEZ,91578,91578,2017,STATION WAGON,HYUNDAI,SANTA FE,2200,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KCGH-68,3,2021-03-09,2021,Pagado internet,Total,HB052024618,CAUQUENES,RIO IBAÑEZ,152652,152652,2018,AUTOMOVIL,CITROEN,C3,1200,Equi,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HKBT-56,5,2021-03-08,2021,Pagado internet,Total,HB184022815,LAS CONDES,RIO IBAÑEZ,133663,133663,2015,AUTOMOVIL,PEUGEOT,308,1200,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GZKY-47,0,2021-03-30,2021,Pagado internet,Total,SU166002815,CERRILLOS,RIO IBAÑEZ,263194,263194,2015,JEEP,MITSUBISHI,MONTERO,3200,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LGKH-14,8,2021-03-19,2021,Pagado internet,Total,VN166007818,LAS CONDES,RIO IBAÑEZ,482259,482259,2018,STATION WAGON,MITSUBISHI,MONTERO,3000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HWDS-26,9,2021-03-31,2021,Pagado internet,Total,CT225002216,MACUL,RIO IBAÑEZ,133992,133992,2016,CAMIONETA,SSANGYONG,A.SPORTS,2000,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DLZJ-84,7,2021-03-31,2021,Pagado internet,Total,CO184008112,MACUL,RIO IBAÑEZ,39973,39973,2012,FURGON,PEUGEOT,BIPPER,1400,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FDGF-64,8,2021-06-14,2021,Pagado internet,Total,CT166006013,COYHAIQUE,RIO IBAÑEZ,37863,39923,2013,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DFWG-99,3,2021-03-02,2021,Pagado internet,Total,SD132012111,TALAGANTE,RIO IBAÑEZ,28149,28149,2011,AUTOMOVIL,KIA MOTORS,RIO,1400,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HKYW-66,3,2021-03-30,2021,Pagado internet,Total,CT160012016,COYHAIQUE,RIO IBAÑEZ,77561,77561,2016,CAMIONETA,MAZDA,BT50,2200,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
VZ-8635,5,2021-04-23,2021,Pagado internet,Total,HB243014304,RIO IBAÑEZ,RIO IBAÑEZ,25489,25923,2004,Hatchback,VOLKSWAGEN,GOLF,1600,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FZYC-89,4,2021-03-31,2021,Pagado internet,1ra. Cuota,SU192002014,CASTRO,RIO IBAÑEZ,301170,150585,2014,STATION WAGON,PORSCHE,CAYENNE,4200,Full,Dies,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
FZYC-89,4,2021-08-31,2021,Pagado internet,2da. Cuota,SU192002014,CASTRO,RIO IBAÑEZ,301170,152543,2014,STATION WAGON,PORSCHE,CAYENNE,4200,Full,Dies,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JTDF-42,1,2021-03-22,2021,Pagado internet,Total,CT159000317,RIO IBAÑEZ,RIO IBAÑEZ,38433,38433,2017,CAMIONETA,MAXUS,T60,2800,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GLLT-50,0,2021-03-31,2021,Pagado internet,Total,SU229025415,COYHAIQUE,RIO IBAÑEZ,36313,36313,2015,STATION WAGON,SUZUKI,GRAND NOMADE,2400,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LTGG-50,7,2021-03-30,2021,Pagado internet,Total,HB154000219,COYHAIQUE,RIO IBAÑEZ,30262,33917,2019,AUTOMOVIL,MAHINDRA,KUV100,1200,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DXTD-76,4,2021-03-22,2021,Pagado internet,Total,HB176004712,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2012,AUTOMOVIL,NISSAN,MARCH,1600,NORM,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LLHK-86,5,2021-03-31,2021,Pagado internet,Total,CT166006320,COYHAIQUE,RIO IBAÑEZ,195640,195640,2020,CAMIONETA,MITSUBISHI,L200,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DJPC-28,6,2021-03-31,2021,Pagado internet,Total,SU121002612,RIO IBAÑEZ,RIO IBAÑEZ,26976,26976,2012,STATION WAGON,JEEP,COMPASS,2400,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XJ-5453,3,2021-04-07,2021,Pagado internet,Total,SD235012304,COYHAIQUE,RIO IBAÑEZ,25489,25923,2004,AUTOMOVIL,TOYOTA,YARIS,1500,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LSBW-13,2,2021-10-12,2021,Pagado internet,Total,SU132006404,RIO IBAÑEZ,RIO IBAÑEZ,25489,28869,2004,STATION WAGON,KIA MOTORS,SORENTO,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LLCY-27,8,2021-05-14,2021,Pagado internet,1ra. Cuota,HB132012319,RIO IBAÑEZ,RIO IBAÑEZ,40411,20936,2019,AUTOMOVIL,KIA MOTORS,MORNING,1200,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
LCFG-70,7,2021-04-01,2021,Pagado internet,Total,HB132011219,RIO IBAÑEZ,RIO IBAÑEZ,57800,58785,2019,AUTOMOVIL,KIA MOTORS,SOUL,1600,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JRJH-68,0,2021-04-23,2021,Pagado internet,Total,SU197005915,RIO IBAÑEZ,RIO IBAÑEZ,38024,38672,2015,STATION WAGON,RENAULT,CAPTUR,1500,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GYZH-74,6,2021-04-23,2021,Pagado internet,Total,CT235014015,RIO IBAÑEZ,RIO IBAÑEZ,90132,91667,2015,CAMIONETA,TOYOTA,HILUX,3000,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
